all_names,entity_type,notes
CITY OF NEWPORT BEACH,water_system,
RAND COMMUNITIES WATER DISTRICT,water_system,
THE MERCANTILE,water_system,
LAKE ISABELLA KOA CAMPGROUND,water_system,
HOMETOWN COLONIAL ESTATES LLC,water_system,
FOURTH STREET WATER SYSTEM,water_system,
DONNER SUMMIT PUBLIC UTILITY DISTRICT,water_system,
DI GIORGIO SCHOOL WATER SYSTEM,water_system,
CALIFORNIA PORTLAND CEMENT,water_system,
CAMP LAKOTA WATER SYSTEM,water_system,
CAMP TECUYA WATER SYSTEM,water_system,
EL TEJON MIDDLE SCHOOL,water_system,
CAMP ST NICHOLAS WATER SYSTEM,water_system,
CALTRANS-BORON REST STOP WATER SYSTEM,water_system,
USFS - HAVILAH WORK CENTER,water_system,
NATIONAL CEMENT CO.-LEBEC PLANT,water_system,
PIUTE MOUNTAIN SCHOOL WATER,water_system,
THE PATCH FRUIT STAND,water_system,
USFS - CAMP 9,water_system,
BUTTERMILK ACRES WATER SYSTEM,water_system,
FORT HUNTER LIGGETT,water_system,
CABAZON WATER DISTRICT,water_system,
GRAND VIEW SCHOOL,water_system,
HARI'S MARKET,water_system,
KING FRESH PACKING & COOLING,water_system,
JDH,water_system,
ALTA SIERRA MUTUAL WATER CO.,water_system,
CITY OF SANTA BARBARA WATER DEPARTMENT,water_system,
GRIZZLY FLATS COMMUNITY SERVIC,water_system,
NYELAND ACRES MUTUAL WATER CO,water_system,
"AERIAL ACRES WATER COMPANY, INC.",water_system,
LIVE OAK CREEK MUTUAL WATER COMPANY,water_system,
SIERRA BREEZE MUTUAL WATER COMPANY,water_system,
LAKEVIEW RANCHOS MUTUAL WATER COMPANY,water_system,
"HUNTINGTON PARK-CITY, WATER DEPT.",water_system,
BLEICH FLATS MUTUAL,water_system,
WESTERN SKIES MOBILE HOME PARK,water_system,
PURISSIMA HILLS WATER DISTRICT,water_system,
Azusa Light and Water|Azusa Light & Water,dual_utility,water + electric
LA PUENTE VALLEY CWD,water_system,
"INGLEWOOD- CITY, WATER DEPT.",water_system,
NORTH KRANENBURG WS,water_system,
DOYLE SPRINGS ASSOCIATION,water_system,
SON SHINE PROPERTIES,water_system,
DIXON MIGRANT CENTER,water_system,
PARADISE COVE LODGE,water_system,
RAMBLING HILLS ESTATES,water_system,
FULLER ACRES MUTUAL WATER COMPANY,water_system,
TUD - TUOLUMNE WATER SYSTEM,water_system,
USFS -  SANDY FLAT CAMPGROUND WS,water_system,
PINE HILL EGG RANCH,water_system,
METTLER COUNTY WATER DISTRICT,water_system,
FRAZIER MOUNTAIN HIGH SCHOOL,water_system,
PINEBROOK COMMUNITY WATER WELL,water_system,
SPV WATER COMPANY,water_system,
LAMBERT BRIDGE WINERY,water_system,
TULARE CO CORRECTIONAL CENTER ROAD CAMP,water_system,
TULARE COUNTY ROAD YARD 2/3,water_system,
USACE - TULE RECREATION AREA,water_system,
USACE-KAWEAH RECREATION AREA,water_system,
USFS-FISH CREEK CAMPGROUND,water_system,
USFS-LOWER PEPPERMINT,water_system,
USFS-PEPPERMINT WORK CENTER,water_system,
"VENTURA COASTAL, LLC - TIPTON DIVISION",water_system,
SUN PACIFIC SHIPPERS-LERDO,water_system,
BACCHUS LANDING CELLARS,water_system,
"SHASTA CSA - JONES VALLEY, #6",water_system,
LDS CHURCH - FRAZIER PARK,water_system,
SOUTH KERN INDUSTRIAL CENTER,water_system,
USFS - OLD ISABELLA AUXILIARY DAM WS,water_system,
DIAMOND JIM S CASINO,water_system,
J G BOSWELL TOMATO COMPANY LLC,water_system,
ANTHONY VINEYARDS WATER SYSTEM,water_system,
BEAR MOUNTAIN RV PARK WATER SYSTEM,water_system,
ROBERTS INVESTMENTS WATER SYSTEM,water_system,
BILLINGSLEY DVM WATER SYSTEM,water_system,
BAKERSFIELD NATIONAL CEMETERY WS,water_system,
TRIASSIC LEGACY VINEYARDS WATER SYSTEM,water_system,
ALTA WIND PROJECT O&M FACILITY WATER SYS,water_system,
SOLEDAD MOUNTAIN PROJECT WATER SYSTEM,water_system,
SHEPHERD OF THE HILLS - TEHACHAPI,water_system,
PEAK TO PEAK MOUNTAIN CHARTER SCHOOL WS,water_system,
CITY OF LINCOLN,water_system,
"FOLSOM, CITY OF - MAIN",water_system,
LAKE OF THE WOODS MWC,water_system,
TUD-WARDS FERRY RANCHES,water_system,
LITTLE BALDY WATER,water_system,
SUNNYSLOPE COUNTY WATER DIST,water_system,
WARNER SPRINGS ESTATES,water_system,
BRADFORD RUN RV,water_system,
SAN BERNARDINO CITY,water_system,
CALIFORNIA REHABILITATION CENTER - NORCO,water_system,
LOST HILLS UTILITY DISTRICT,water_system,
QUARTZ HILL WATER DIST.,water_system,
"GREENFIELD, CITY OF",water_system,
STANISLAUS REGIONAL WATER AUTHORITY,water_system,
SCE BISHOP CREEK PLANT 5,water_system,
OUTLOOK WA,water_system,
MILTON ROAD WATER COMPANY,water_system,
LAYTONVILLE COUNTY WATER DISTRICT,water_system,
"WATSONVILLE, CITY OF",water_system,
VALENZUELA WATER SYSTEM,water_system,
ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),water_system,
CWS - MULLEN WATER COMPANY,water_system,
NOEL HEIGHTS-CAL WATER SERVICE (PUC),water_system,
CWS - SELMA,water_system,
CWS-SPLIT MOUNTAIN WATER SYSTEM,water_system,
CWS SOUTHLAKE SYSTEM,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
"TESORO VIEJO MASTER MWC, INC.",water_system,
CAL-WATER SERVICE CO.-WILLOWS,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
GSWC - CALIPATRIA,water_system,
GSWC - CLAREMONT,water_system,
"E.M. THARP, INC.",water_system,
FOUR STAR FRUIT,water_system,
FAMILY EDUCATION CENTER,water_system,
EXETER KINGDOM HALL,water_system,
VIRGINIA DARE WINERY,water_system,
SCRIBE WINERY,water_system,
SAINI WINERY,water_system,
SEBASTOPOL CHARTER SCHOOL,water_system,
DONUM ESTATE WATER SYSTEM,water_system,
"MAYACAMAS WAREHOUSE, LLC",water_system,
"HOLLISTER, CITY OF",water_system,
SIERRA OUTDOOR SCHOOL,water_system,
CITY OF SANTA CLARA,water_system,
PINE ST WS #01,water_system,
SONORA MEADOWS MUTUAL WTR CO,water_system,
QUINTERO LABOR CAMP #1 (WRIGHT RD),water_system,
GEORGE CHIALA FARMS INC,water_system,
LICK OBSERVATORY-UCSC,water_system,
THREE SPRINGS RANCH MUTUAL WATER COMPANY,water_system,
MIREVAL IMPROVEMENT ASSOCIATION,water_system,
WILD WINGS GOLF COMMUNITY,water_system,
RAINERI MUTUAL WATER COMPANY,water_system,
TWAIN HARTE VALLEY MWC,water_system,
CSP - ANO NUEVO STATE PARK,water_system,
"WINDSOR, TOWN OF",water_system,
USFS BAKER/DEADMAN CGD,water_system,
USFS BLACK OAK CAMPGROUND,water_system,
LUPIN LODGE,water_system,
SVEADAL WATER SYSTEM,water_system,
FERN GROVE WATER CLUB,water_system,
HAPPY ACRES MWC,water_system,
"COLTON, CITY OF",water_system,
VALENCIA HEIGHTS WATER CO.,water_system,
SUMMIT WEST MUTUAL WATER CO.,water_system,
KRANENBURG WATER SYSTEM,water_system,
148 EAST WATER SYSTEM,water_system,
BEAR VALLEY CSD,water_system,
"BURBANK-CITY, WATER DEPT.",water_system,
"ETNA, CITY OF",water_system,
ASHFORD HIGHLANDS MWC,water_system,
LA HABRA HEIGHTS CWD,water_system,
ALPINE VILLAGE,water_system,
PINYON PINES COUNTY WATER DIST,water_system,
CAL/AM WATER COMPANY - BALDWIN HILLS,water_system,
CAL AM - ISLETON,water_system,
CAL AM - ARDEN,water_system,
CAL AMERICAN WC - LAS POSAS ESTATES,water_system,
DON PEDRO REC AG:BLUE OAKS,water_system,
CITY OF BURLINGAME,water_system,
WINE COUNTRY APARTMENTS,water_system,
BUTANO STATE PARK - CSP,water_system,
ENCHANTED VALLEY,water_system,
LAKE COUNTY CSA 20 - SODA BAY,water_system,
CHURCH OF THE GOOD SHEPHERD WS,water_system,
GRANGE HALL WS,water_system,
EAST WALNUT GROVE [SWS],water_system,
"CHINO, CITY OF",water_system,
LINDY'S LANDING,water_system,
AAA KINDNESS CARE HOME,water_system,
RAY WATER COMPANY,water_system,
CASPAR BEACH RV PARK,water_system,
BIGHORN - DESERT VIEW WATER AGENCY,water_system,
"SAN JUAN BAUTISTA, CITY OF",water_system,
TAHAMA VILLAGE MOBILE HOME PARK,water_system,
SOUTH VALLEY FARMS-BEECH HULLER/OFFICE,water_system,
KIMBERLINA HOUSING UNIT,water_system,
LEBEC COUNTY WATER DISTRICT,water_system,
MARIA LANE MUTUAL WATER COMPANY,water_system,
YOSEMITE LAKES COMMUNITY CHURCH,water_system,
KIDZ CAN 2,water_system,
GREEN MEADOWS OUTDOOR SCHOOL,water_system,
MOUNTAIN VALLEY CHILD AND FAMILY SERVICE,water_system,
FOTTW,water_system,
YMCA CAMP MARSTON/RAINTREE,water_system,
RANCHO DE LOMAS MUTUAL WATER COMPANY,water_system,
LEGACY BAPTIST CHURCH,water_system,
SUNNY ACRES PRESCHOOL,water_system,
EL RIO MOBILE HOME PARK,water_system,
CARIBOU MOBILE PARK PWS,water_system,
B&G MOBILE HOME PARK LLC WS,water_system,
A1 WINSTONS MOBILE HOME PARK,water_system,
IL VINETO,water_system,
FREMONT ONE,water_system,
ISLANDER MARINA,water_system,
RIVERSIDE MOBILE HOME PARK,water_system,
CURRIER ESTATES WATER CORP,water_system,
SANTOS RANCH PWS #5-CSA #35,water_system,
NEW HOPE LANDING GENERAL STORE,water_system,
LOCKEFORD MOBILE HOME PARK WTR SYS,water_system,
CORRAL HOLLOW PWS,water_system,
FINNLEES TRAILER PARK,water_system,
SUNNYSIDE ESTATES WATER SYSTEM,water_system,
MOKELUMNE MOBILE SENIOR PARK,water_system,
MORADA ESTATES PWS,water_system,
"PORTERVILLE, CITY OF",water_system,
SACRAMENTO SUBURBAN WATER DISTRICT,water_system,
TAMARACK SPRINGS MUTUAL WATER,water_system,
CSP- KIRKWOOD ENTRANCE,water_system,
LEGGETT VALLEY SCHOOL,water_system,
SAN JOAQUIN COUNTY-RAYMUS VILLAGE,water_system,
SAN JOAQUIN RIVER CLUB INC,water_system,
CAL AM - WEST SAN MARTIN,water_system,
CYPRESS MUTUAL WATER CO INC,water_system,
SAN JOAQUIN COUNTY - THORNTON,water_system,
LITTLE POTATO SLOUGH MUTUAL,water_system,
"DEFENSE DISTRIB. DEPOT, SHARPE SITE",water_system,
DELIGHT'S HOT SPRINGS RESORT,water_system,
EL RIO ESTATES,water_system,
WALTERS CAMP RV PARK,water_system,
ORCHARD LN WS #02,water_system,
PRUNEDALE SHOPPING CENTER WS,water_system,
COUNTRYSIDE ESTATES MWC,water_system,
LAGUNA SECA WC,water_system,
ASSISI MWC,water_system,
HIDDEN CANYON RANCH MWC,water_system,
PLACER CWA - AUBURN/BOWMAN,water_system,
PLACER CWA - ALTA,water_system,
PLACER CWA - COLFAX,water_system,
RIO SCHOOL DIST/ RIO REAL SCHOOL,water_system,
DUCK ISLAND RV PARK,water_system,
ADVENTURE MTN LODGE,water_system,
"MORNING STAR KING, LLC",water_system,
SUPER Y MARKET AND VILLA MONTE MOTEL,water_system,
EXODUS FARMS,water_system,
CAL AM WATER COMPANY - TORO,water_system,
POND SCHOOL WATER SYSTEM,water_system,
ROSAMOND SCHOOL WATER SYSTEM,water_system,
HOWARD ELEMENTARY SCHOOL,water_system,
POTTER VALLEY SCHOOL DISTRICT,water_system,
SAN ANTONIO SCHOOL DISTRICT WS,water_system,
CAPTAIN COOPER SCHOOL WS,water_system,
CLEAR CREEK SCHOOL,water_system,
COSUMNES RIVER ELEMENTARY SCHOOL,water_system,
NEWBERRY ELEMENTARY SCHOOL,water_system,
CAMPO ELEMENTARY SCHOOL,water_system,
SPENCER VALLEY SCHOOL DISTRICT,water_system,
LODI USD-TURNER ACADEMY,water_system,
MUSD-NEW HAVEN SCHOOL,water_system,
LINDEN USD-CHARTVILLE SCHOOL,water_system,
BROWNS ELEMENTARY SCHOOL,water_system,
MERIDIAN ELEMENTARY SCHOOL,water_system,
ENCINAL ELEMENTARY SCHOOL,water_system,
EVERGREEN UNION SCHOOL DISTRICT,water_system,
OAK VALLEY SCHOOL,water_system,
PLEASANT VIEW  WEST SCHOOL,water_system,
LIBERTY ELEMENTARY SCHOOL,water_system,
SANTA CLARA SCHOOL,water_system,
RIO MESA HIGH SCHOOL/OXNARD UHS,water_system,
MJUSD CORDUA SCHOOL,water_system,
MJUSD BROWNS VALLEY SCHOOL,water_system,
MJUSD LOMA RICA SCHOOL,water_system,
CITY OF ARCADIA,water_system,
LA CANADA IRRIGATION DIST.,water_system,
CITY OF SOUTH PASADENA,water_system,
VALLEY WATER CO.,water_system,
RUBIO CANON LAND & WATER ASSOCIATION,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
WOMACK SUBDIVISION M.W.C.,water_system,
NORTHCREST MOBILE HOME PARK,water_system,
WEST PARK PROPERTIES,water_system,
LAS PALMAS MOBILE HOME PARK,water_system,
PINE GROVE MOBILE HOME PARK,water_system,
MALLO GOLD MINE PLAZA,water_system,
FOREST POINT MHC,water_system,
STOCKTON SILVER LAKE FAMILY CAMP,water_system,
PLASSE HOMESTEAD WATER ASSOCIATION,water_system,
PLASSE'S RESORT,water_system,
CAL 20 VILLAGE AND MEADOW POINTE PARK,water_system,
QUIET OAKS MOBILE HOME PARK,water_system,
"AMBERWOOD ESTATES, LLC",water_system,
CASA DE AMIGOS MANUFACTURED HOUSING COMM,water_system,
WHITE OAK MUTUAL WATER COMPANY,water_system,
WEST COTTONWOOD APARTMENTS,water_system,
COTTONWOOD WATER DISTRICT,water_system,
"RIVERSIDE, CITY OF",water_system,
LAKE HEMET MWD-CAMP GROUND,water_system,
BANTA ELEMENTARY SCHOOL,water_system,
LODI USD-DAVIS SCHOOL,water_system,
JEFFERSON ESD-JEFFERSON SCHOOL,water_system,
ST MARYS HIGH SCHOOL,water_system,
EUSD-GATEWAY CHARTER,water_system,
TIGER WATER SUPPLY,water_system,
ANDERSON UNION HIGH SCHOOL,water_system,
PRAIRIE ELEMENTARY SCHOOL,water_system,
MONTGOMERY CREEK SCHOOL,water_system,
BLACK BUTTE ELEMENTARY SCHOOL,water_system,
BLACK BUTTE JUNIOR HIGH SCHOOL,water_system,
PLEASANT GROVE ELEM. SCHOOL,water_system,
BEND ELEMENTARY SCHOOL,water_system,
GERBER UNION ELEMENTARY SCHOOL DISTRICT,water_system,
REEDS CREEK SCHOOL,water_system,
RICHFIELD ELEMENTARY SCHOOL,water_system,
PINECREST ELEMENTARY SCHOOL,water_system,
DELTA HIGH SCHOOL,water_system,
DILLARD ELEMENTARY SCHOOL,water_system,
NACIMIENTO WATER COMPANY,water_system,
DELANY WC,water_system,
BIALE WINERY,water_system,
TIERRA VISTA MWC,water_system,
MANZANITA PARK WS,water_system,
PARTINGTON MWC,water_system,
PARAISO HOT SPRINGS WS,water_system,
COLONIAL OAK WC INC,water_system,
HIDDEN VALLEY WA,water_system,
MORO RD WS #09,water_system,
MORO COJO MWA,water_system,
MURPHY HILL WS #01,water_system,
MURPHY HILL WS #02,water_system,
MONTEREY ONE WATER,water_system,
OAK HEIGHTS W & R CO INC,water_system,
PESANTE RD WS #06,water_system,
SAN JUAN RD WS #01,water_system,
STRAWBERRY RD WS #06,water_system,
JALAPENOS WATER SYSTEM,water_system,
GOODWIN'S GENERAL STORE,water_system,
PSMCSD - SPRINGFIELD WS,water_system,
STRUVE RD WS #02,water_system,
SUMMERHILL MHP WS,water_system,
BLACKIE RD WS #05,water_system,
SPRING CANYON WA,water_system,
BAUMANN RD WS #01,water_system,
THOUSAND TRAILS - MORGAN HILL,water_system,
"UPLAND, CITY OF",water_system,
COLD CREEK MUTUAL WATER COMPANY,water_system,
DESMOND RD WS #03,water_system,
POND-DEROSA OAKS WC,water_system,
SAN MIGUEL WS #22,water_system,
COASTLANDS MWS (POST CREEK),water_system,
"CERRITOS - CITY, WATER DEPT.",water_system,
"NORWALK - CITY, WATER DEPT.",water_system,
PARADISE LAKE MUTUAL WATER CO.,water_system,
PARADISE RD WS #05,water_system,
PRUNETREE SHOPPING CENTER WS,water_system,
CHETMOORE ACRES WA,water_system,
FOOTHILL WA,water_system,
SAN JOAQUIN COUNTY-MOKELUMNE ACRES,water_system,
SHADED TERRACE PWS,water_system,
CITY OF MOUNTAIN HOUSE,water_system,
FARMINGTON WATER COMPANY,water_system,
MORADA ACRES WATER SYSTEM,water_system,
MORADA MANOR WATER SYSTEM,water_system,
RANCHO SAN JOAQUIN WATER SYS,water_system,
LODI LAKE MOBILE HOME PARK,water_system,
GAYLA MANOR PWS,water_system,
ELKHORN ESTATES WATER SYSTEM,water_system,
V & P TRAILER COURT WATER SYSTEM,water_system,
CHERRY LANE TRAILER PARK,water_system,
HAVEN ACRES RIVER CLUB INC,water_system,
WAYSIDE MOTEL APARTMENTS WTR SYS,water_system,
NORTH VALLEY SCHOOL PWS,water_system,
EUSD-VAN ALLEN SCHOOL,water_system,
RIPON USD-COLONY OAK SCHOOL,water_system,
STOCKTON BAPTIST CHURCH,water_system,
VISTA DE LAS CRUCES,water_system,
CUYAMA ELEMENTARY SCHOOL,water_system,
PACHECO ELEMENTARY SCHOOL,water_system,
JUNCTION SCHOOL DISTRICT,water_system,
MILLVILLE ELEMENTARY SCHOOL,water_system,
OAK RUN ELEMENTARY SCHOOL,water_system,
WEST VALLEY HIGH SCHOOL,water_system,
EAST NICOLAUS JOINT UNION HIGH SCHOOL,water_system,
PLUM VALLEY ELEM SCHOOL (NEW SCHOOL),water_system,
FLOURNOY SCHOOL,water_system,
KIRKWOOD ELEMENTARY SCHOOL,water_system,
VINA ELEMENTARY SCHOOL,water_system,
RANCHO TEHAMA ELEM SCHOOL,water_system,
CLARKSBURG MIDDLE SCHOOL,water_system,
WALNUT GROVE ELEMENTARY SCHOOL,water_system,
PORTOLA IMPROVEMENT ASSOCIATION MWC,water_system,
COLUSA CO. SERVICE AREA #1-CENTURY RANCH,water_system,
CRYSTALS,water_system,
STONEBRIDGE MUTUAL WATER CO,water_system,
LEE'S ORCHARD OWNERS ASSOCIATION,water_system,
CITY OF STOCKTON,water_system,
COLUSA CO. SERVICE AREA #2-STONYFORD,water_system,
RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,water_system,
WHALE GULCH SCHOOL,water_system,
MODOC VINEYARD  ACADEMY,water_system,
ECHO VALLEY SCHOOL WS,water_system,
PACIFIC VALLEY SCHOOL WS,water_system,
HOWELL MOUNTAIN SCHOOL,water_system,
TWIN RIDGES GRIZZLY HILL SCHOOL,water_system,
"NCSOS, MCCOURTNEY RD.",water_system,
DONNER TRAIL ELEMENTARY SCHOOL,water_system,
LINCOLN HIGH SCHOOL FARM,water_system,
COTTONWOOD SCHOOL,water_system,
SIERRA ENTERPRISE ELEMENTARY SCHOOL,water_system,
BATES ELEMENTARY SCHOOL,water_system,
LUCERNE VALLEY HIGH SCHOOL,water_system,
EL MIRAGE SCHOOL,water_system,
CLOVER FLAT ELEMENTARY SCHOOL,water_system,
LINDEN USD-GLENWOOD SCHOOL,water_system,
OAK VIEW UNION ELEMENTARY SCH,water_system,
LODI USD-LIVE OAK SCHOOL,water_system,
LODI USD-HOUSTON SCHOOL,water_system,
LOWER LINE CREEK IMPRVMNT ASSN,water_system,
San Gabriel Valley Water Company|SGVWC|SGVW,water_iou,Class A; San Gabriel Valley
GSWC-SOUTH SAN GABRIEL,water_system,
MEADOW EDGE MHP,water_system,
DOCMANOV VINEYARDS,water_system,
EMPIRE LANDING CAMPGROUND-SUNDANCE RV,water_system,
PORTERVILLE DEVELOPMENTAL CENTER,water_system,
WILLIAMS SELYEM WINERY,water_system,
"TRACY, CITY OF",water_system,
KNOTT S BERRY FARM,water_system,
RIPPERDAN COMMUNITY DAY SCHOOL,water_system,
PLAZA ELEMENTARY SCHOOL,water_system,
RIO BRAVO GREELEY SCHOOL WATER SYSTEM,water_system,
PIONEER ELEMENTARY SCHOOL,water_system,
COARSEGOLD SCHOOL,water_system,
EDNA BEAMAN ELEMENTARY SCHOOL,water_system,
MISSION SCHOOL WS,water_system,
NAPA COUNTY SCHOOLS: POPE VALLEY,water_system,
OPHIR ELEMENTARY SCHOOL WATER SYSTEM,water_system,
FRANKLIN ELEMENTARY SCHOOL,water_system,
WILTON BIBLE CHURCH,water_system,
MOUNTAIN EMPIRE HIGH SCHOOL,water_system,
POTRERO ELEMENTARY SCHOOL,water_system,
SJ COUNTY-REDWOOD SCHOOL,water_system,
BONITA SCHOOL,water_system,
MARCUM ILLINOIS ELEMENTARY SCHOOL,water_system,
NUESTRO SCHOOL,water_system,
BERRENDOS SCHOOL,water_system,
THREE RIVERS ELEMENTARY SCHOOL,water_system,
SUNDALE UNION SCHOOL,water_system,
PACKWOOD SCHOOL,water_system,
OUTSIDE CREEK SCHOOL,water_system,
LAGUNA VISTA SCHOOL/OCEANVIEW SCHOOL DIS,water_system,
GRACE VALLEY CHRISTIAN CENTER,water_system,
YES CHARTER ACADEMY,water_system,
MJUSD FOOTHILL INTERMEDIATE SCHOOL,water_system,
MJUSD DOBBINS SCHOOL,water_system,
CRESCENTA VALLEY CWD,water_system,
CAL-AM WATER COMPANY - EAST PASADENA,water_system,
NVUSD: STONEBRIDGE SCHOOL,water_system,
CAL/AM WATER COMPANY - SAN MARINO,water_system,
SUNNY SLOPE WATER CO.,water_system,
HOLLISTER SDA CHRISTIAN SCHOOL,water_system,
City of Pasadena Water and Power|Pasadena Water and Power|PWP,dual_utility,water + electric
ANDERSON VALLEY ELEMENTARY SCHOOL,water_system,
HOPETON SCHOOL,water_system,
COLEVILLE HIGH SCHOOL,water_system,
ECHO VALLEY RD WS #05,water_system,
PLEASANT RIDGE SCHOOL,water_system,
PARDEE RECREATION AREA,water_system,
LIVE OAK WALDORF SCHOOL,water_system,
HAMILTON SCHOOL,water_system,
PLEASANT GROVE ELEMENTARY SCHOOL,water_system,
ARCOHE ELEM SCHOOL - MAIN CAMPUS,water_system,
LUCERNE VALLEY ELEMENTARY SCHOOL,water_system,
MOUNTAIN VIEW CONTINUATION SCHOOL,water_system,
CAMP LOCKETT MIDDLE SCHOOL,water_system,
ESCALON USD- COLLEGEVILLE SCH,water_system,
LINDEN USD-WATERLOO ELEMENTARY,water_system,
LODI USD-TURNER ACADEMY AT TOKAY COLONY,water_system,
NEW JERUSALEM SCHOOL,water_system,
IONE BAND OF MIWOK INDIANS,water_system,
AWA - CAMANCHE VILLAGE,water_system,
LAKE HEMET-GARNER VALLEY,water_system,
LAKE HEMET MWD,water_system,
RANCHERITOS MWC,water_system,
WALNUT ACRES,water_system,
BRIDGEPORT PUD,water_system,
PARADISE RD WS #21,water_system,
PLEASANT VALLEY MUTUAL WATER CO,water_system,
MOBILE VILLAS TRAILER PARK,water_system,
PAR COUNTRY ESTATES CSA-16,water_system,
MADERA CO CSA 22C GUNNER RANCH,water_system,
SAN JOAQUIN WATER WORKS #2,water_system,
BOULEVARD HEIGHTS MUTUAL WATER,water_system,
PSMCSD - LANGLEY/VALLE PACIFICO WS,water_system,
ROYAL OAK PLACE WS,water_system,
PLACER CWA - APPLEGATE,water_system,
CALVARY CONCOW CHURCH,water_system,
REDS MEADOW RESORT,water_system,
COUNTRY CLUB VISTA MUTUAL WATER CO,water_system,
SHADY REST TRAILER COURT,water_system,
MOREHEAD PARK,water_system,
LODI HOMES,water_system,
DOUBLE L MOBILE ESTATES,water_system,
COUNTRY MANOR MHP,water_system,
SPRING CREEK ESTATES PWS,water_system,
TWIN OAKS MOBILE PARK,water_system,
CAMANCHE NORTH SHORE INC.,water_system,
CAMANCHE SOUTH SHORE-EBMUD,water_system,
ALMIRA WATER ASSOCIATION,water_system,
REEDS CREEK ESTATES,water_system,
HAYNES BOARD & CARE HOME,water_system,
AGATE BAY WATER COMPANY,water_system,
SAN JUAN VISTA,water_system,
